Date       ,Open               ,High               ,Low                ,Close              ,Adj Close          ,Volume
2023-07-20 ,382.6099853515625  ,384.1000061035156  ,375.7200012207031  ,376.760009765625   ,374.17779541015625 ,71941700
2023-07-21 ,379.17999267578125 ,379.9200134277344  ,375.19000244140625 ,375.6300048828125  ,373.0555114746094  ,60439400
2023-07-24 ,376.6199951171875  ,377.5799865722656  ,374.3399963378906  ,376.2300109863281  ,373.6513977050781  ,40380100
2023-07-25 ,376.95001220703125 ,380.4700012207031  ,376.92999267578125 ,378.7799987792969  ,376.1839294433594  ,38894400
2023-07-26 ,377.7200012207031  ,379.239990234375   ,375.17999267578125 ,377.5199890136719  ,374.93255615234375 ,47075700
2023-07-27 ,383.07000732421875 ,384.7099914550781  ,375.30999755859375 ,376.6199951171875  ,374.0387268066406  ,63940200
2023-07-28 ,380.739990234375   ,384.5199890136719  ,380.2200012207031  ,383.4800109863281  ,380.8517150878906  ,56902900
2023-07-31 ,383.7900085449219  ,384.8800048828125  ,382.3399963378906  ,383.67999267578125 ,381.0503234863281  ,44019900
2023-08-01 ,382.30999755859375 ,383.55999755859375 ,380.69000244140625 ,382.7900085449219  ,380.1664733886719  ,41060600
2023-08-02 ,379.260009765625   ,379.260009765625   ,373.1300048828125  ,374.3900146484375  ,371.82403564453125 ,72687100
2023-08-03 ,371.94000244140625 ,375.95001220703125 ,371.7699890136719  ,373.7900085449219  ,371.2281188964844  ,47666400
2023-08-04 ,375.75             ,378.1000061035156  ,371.5299987792969  ,372.0400085449219  ,369.4901123046875  ,61646200
2023-08-07 ,373.8800048828125  ,375.2900085449219  ,371.510009765625   ,375.19000244140625 ,372.6185302734375  ,37230400
2023-08-08 ,372.6400146484375  ,372.6600036621094  ,368.82000732421875 ,372.0              ,369.4504089355469  ,44726500
2023-08-09 ,372.2900085449219  ,372.45001220703125 ,367.1400146484375  ,367.9100036621094  ,365.3884582519531  ,51150900
2023-08-10 ,370.9700012207031  ,374.3599853515625  ,367.0400085449219  ,368.5899963378906  ,366.06378173828125 ,72035300
2023-08-11 ,365.989990234375   ,368.0              ,364.69000244140625 ,366.239990234375   ,363.7298583984375  ,48683800
2023-08-14 ,365.42999267578125 ,370.4700012207031  ,364.70001220703125 ,370.3500061035156  ,367.81170654296875 ,42130800
2023-08-15 ,369.3599853515625  ,370.1700134277344  ,365.739990234375   ,366.4200134277344  ,363.90863037109375 ,45539900
2023-08-16 ,365.8699951171875  ,367.42999267578125 ,362.44000244140625 ,362.5400085449219  ,360.05523681640625 ,53190500
2023-08-17 ,363.9599914550781  ,364.30999755859375 ,358.1600036621094  ,358.5799865722656  ,356.1223449707031  ,62604300
2023-08-18 ,355.260009765625   ,359.4100036621094  ,354.7099914550781  ,358.1300048828125  ,355.6754455566406  ,61119500
2023-08-21 ,359.6199951171875  ,364.5899963378906  ,359.1499938964844  ,363.8999938964844  ,361.40594482421875 ,50696500
2023-08-22 ,366.54998779296875 ,366.55999755859375 ,362.67999267578125 ,363.3800048828125  ,360.88946533203125 ,44613500
2023-08-23 ,364.5799865722656  ,370.2200012207031  ,364.3599853515625  ,369.1099853515625  ,366.5802001953125  ,51770600
2023-08-24 ,372.6400146484375  ,372.739990234375   ,361.010009765625   ,361.2200012207031  ,358.7442932128906  ,66842500
2023-08-25 ,362.07000732421875 ,365.739990234375   ,358.5799865722656  ,364.0199890136719  ,361.5250549316406  ,69960500
2023-08-28 ,366.989990234375   ,367.7099914550781  ,364.25             ,366.760009765625   ,364.2463073730469  ,40910000
2023-08-29 ,366.55999755859375 ,375.1300048828125  ,366.2300109863281  ,374.7699890136719  ,372.201416015625   ,58492400
2023-08-30 ,374.8800048828125  ,377.45001220703125 ,373.8599853515625  ,376.8599853515625  ,374.277099609375   ,41731500
2023-08-31 ,376.94000244140625 ,379.7200012207031  ,376.8699951171875  ,377.989990234375   ,375.3993225097656  ,35730700
2023-09-01 ,380.3999938964844  ,380.8299865722656  ,376.0799865722656  ,377.5899963378906  ,375.0020751953125  ,39772400
2023-09-05 ,376.7699890136719  ,379.30999755859375 ,375.8299865722656  ,378.07000732421875 ,375.47882080078125 ,32344200
2023-09-06 ,377.2799987792969  ,377.6300048828125  ,372.70001220703125 ,374.739990234375   ,372.17156982421875 ,42998700
2023-09-07 ,370.2099914550781  ,372.8500061035156  ,369.1499938964844  ,372.05999755859375 ,369.5099792480469  ,52060700
2023-09-08 ,372.010009765625   ,374.8500061035156  ,371.6000061035156  ,372.5799865722656  ,370.0263977050781  ,35800100
2023-09-11 ,375.6600036621094  ,377.489990234375   ,373.6600036621094  ,376.9700012207031  ,374.3863525390625  ,39936600
2023-09-12 ,375.2699890136719  ,376.95001220703125 ,372.5              ,372.7900085449219  ,370.2349853515625  ,41391000
2023-09-13 ,373.0299987792969  ,375.8399963378906  ,371.8800048828125  ,374.2099914550781  ,371.6452331542969  ,46300700
2023-09-14 ,375.989990234375   ,378.2699890136719  ,373.8900146484375  ,377.2699890136719  ,374.68426513671875 ,48039400
2023-09-15 ,375.9100036621094  ,376.32000732421875 ,369.8599853515625  ,370.80999755859375 ,368.2685852050781  ,69757700
2023-09-18 ,369.32000732421875 ,371.7900085449219  ,369.0299987792969  ,370.6600036621094  ,368.6524658203125  ,36903500
2023-09-19 ,369.32000732421875 ,370.67999267578125 ,366.79998779296875 ,369.8699951171875  ,367.86676025390625 ,37621700
2023-09-20 ,370.95001220703125 ,371.30999755859375 ,364.4599914550781  ,364.5400085449219  ,362.5656433105469  ,45514200
2023-09-21 ,360.79998779296875 ,361.6000061035156  ,357.69000244140625 ,357.8599853515625  ,355.9217834472656  ,69584700
2023-09-22 ,359.6300048828125  ,361.79998779296875 ,357.5899963378906  ,357.9100036621094  ,355.9715270996094  ,51589700
